SID,Ticker,Exchange,Name,Price,Ask,Bid,DayLow,DayHigh,Volume,MarketOpen,MarketClose,FiftyTwoWeekLow,FiftyTwoWeekHigh,FiftyDayAverage,FiftyTwoWeekChange,TwoHundredDayAverage,AverageVolume,TenDayAverageVolume,Country,Sector,Industry,LastDividendValue,PayoutRatio,ProfitMargins,FloatShares,ShortShares,ShortSharesMonthAgo,Employees,BookValue,EarningsQuarterlyGrowth,NetIncomeToCommon,SharesOutstanding,ShortRatio,Market,LongBusinessSummary
8701,AGNCP,NMS,AGNC Investment Corp.,24.000,24.890,23.630,23.910,24.200,63484,24.000,23.960,8.800,25.510,23.798,NULL,22.651,103656,81833,United States,Real Estate,REIT—Mortgage,NULL,NULL,0.000,535086890,288866,1607990400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8702,AGO,NYQ,Assured Guaranty Ltd.,36.480,0.000,0.000,35.690,36.770,304439,36.480,36.010,13.640,48.670,34.441,NULL,27.475,726830,668716,Bermuda,Financial Services,Insurance—Specialty,NULL,0.204,0.361,76824707,6043484,1607990400,441,79.6900,0.25,350000000.00,80806200,8.640,us_market,"Assured Guaranty Ltd., through its subsidiaries, provides credit protection products to public finance, infrastructure, and structured finance markets in the United States and internationally. The company operates in two segments, Insurance and Asset Management. It offers financial guaranty insurance that protects holders of debt instruments and other monetary obligations from defaults in scheduled payments. The company insures and reinsures various debt obligations, including bonds issued by the United States state, governmental authorities or municipal governmental authorities; and notes issued to finance infrastructure projects. It also insures and reinsures various types of the U.S. public finance obligations, such as general obligation, tax-backed, municipal utility, transportation, healthcare, higher education, infrastructure, housing revenue, investor-owned utility, renewable energy, and other public finance bonds; non-U.S. public finance obligations comprising regulated utilities, infrastructure finance, sovereign and sub-sovereign, renewable energy bonds, pooled infrastructure, and other public finance obligations; and the U.S. and non-U.S. Structured finance obligations, including residential mortgage-backed securities, insurance securitization obligations, consumer receivables securities, pooled corporate obligations, financial products, and other structured finance securities. In addition, the company provides asset management services comprising investment advisory services, including management of collateralized loan obligations and opportunity funds to outside investors. It markets its financial guaranty insurance directly to issuers and underwriters of public finance and structured finance securities, as well as to investors in such obligations. Assured Guaranty Ltd. was founded in 2003 and is headquartered in Hamilton, Bermuda."
8703,AGQ,PCX,ProShares Ultra Silver,53.670,0.000,0.000,48.500,53.690,4037227,53.670,59.450,12.660,71.600,48.942,NULL,48.891,1501785,2982700,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8704,AGR,NYQ,"Avangrid, Inc.",47.440,0.000,0.000,46.910,47.860,384996,47.440,47.360,35.620,57.240,45.730,NULL,48.640,666491,839950,United States,Utilities,Utilities—Regulated Electric,NULL,0.854,0.102,56950509,3135567,1607990400,6600,49.2640,-0.42,638000000.00,309009984,4.920,us_market,"Avangrid, Inc. operates as an energy services holding company in the United States. It operates through two segments, Networks and Renewables. The company engages in the generation, transmission, and distribution of electricity, as well as distribution, transportation, and sale of natural gas. It also develops, constructs, and operates renewable energy generation facilities primarily using onshore wind power, as well as solar, biomass, and thermal power. The company delivers natural gas and electricity to residential, commercial, and institutional customers through its regulated utilities in New York, Maine, Connecticut, and Massachusetts; and sells its output to investor-owned utilities, public utilities, and other credit-worthy entities. In addition, it generates and provides power and other services to federal and state agencies, as well as institutional retail and joint action agencies; and delivers thermal output to wholesale customers in the Western United States. Avangrid, Inc. owns eight electric and natural gas utilities, serving 3.3 million customers in New York and New England, as well as owns and operates 8.0 gigawatts of electricity capacity, primarily through wind power in 22 states. The company was founded in 1852 and is headquartered in Orange, Connecticut. Avangrid, Inc. is a subsidiary of Iberdrola, S.A."
8705,AGRO,NYQ,Adecoagro S.A.,7.570,0.000,0.000,7.570,7.870,299565,7.570,7.530,3.310,8.390,7.060,NULL,5.537,301900,573950,Luxembourg,Consumer Defensive,Farm Products,NULL,0.000,-0.044,69028069,671415,1607990400,7938,7.1680,NULL,-37437000.00,117339000,2.310,us_market,"Adecoagro S.A., an agro-industrial company, engages in farming crops and other agricultural products, dairy operations, sugar, ethanol and energy production, and land transformation activities in South America. The company is involved in the planting, harvesting, and sale of grains and oilseeds, as well as fibers, including wheat, corn, soybeans, cotton, sunflowers, and other; provision of grain warehousing/conditioning, handling, and drying services to third parties; and purchase and sale of crops produced by third parties. It also plants, harvests, processes, and markets rice; and produces and sells milk and other dairy products. In addition, the company engages in the cultivation and processing of sugar and ethanol, as well as cogeneration of electricity from sugarcane bagasse; and identification and acquisition of underdeveloped and undermanaged farmland, and realization of value through the strategic disposition of assets. Further, it is involved in leasing of approximately 18,005 hectares of pasture land to cattle farmers in Argentina; and coffee plantation. As of December 31, 2019, the company owned a total of 225,630 hectares, including 19 farms in Argentina, 8 farms in Brazil, and 1 farm in Uruguay; 3 rice processing facilities in Argentina; and 3 dairy facilities with approximately 9,066 milking cows in Argentina. It also had 11 grain and rice conditioning and storage plants in Argentina; and 3 sugar and ethanol mills in Brazil with a sugarcane crushing capacity of 14.2 million tons, as well as had a total of 232 megawatts of installed cogeneration capacity. Adecoagro S.A. was founded in 2002 and is based in Luxembourg."
8706,AGRX,NCM,"Agile Therapeutics, Inc.",2.800,2.840,2.830,2.790,2.869,1137588,2.800,2.810,1.350,4.765,2.886,NULL,2.922,1006237,1623150,United States,Healthcare,Drug Manufacturers—Specialty & Generic,NULL,0.000,0.000,70734595,2918782,1607990400,15,0.7560,NULL,-40254000.00,87600000,3.310,us_market,"Agile Therapeutics, Inc., a women's healthcare company, focuses on the research, development, and commercialization of prescription contraceptive products for women. Its lead product candidate is Twirla, also known as AG200-15, a once-weekly prescription contraceptive patch. The company is also developing a pipeline of Twirla line extensions and other transdermal contraceptive products, including AG200-ER, a regimen that allows a woman to extend the length of her cycle; AG200-SP, which is a regimen designed to provide shorter and lighter periods; AG200-ER (SmP), a regimen to allow a woman to extend the length of her cycle, as well as experience shorter and lighter periods; and AG890, a progestin-only contraceptive patch intended for use by women who are unable or unwilling to take estrogen. Agile Therapeutics, Inc. was founded in 1997 and is headquartered in Princeton, New Jersey."
8707,AGS,NYQ,"PlayAGS, Inc.",5.590,0.000,0.000,5.330,5.600,238948,5.590,5.460,0.701,10.720,6.221,NULL,4.484,484651,523983,United States,Consumer Cyclical,Gambling,NULL,0.000,-0.337,20716965,915688,1607990400,762,1.7880,NULL,-66713000.00,35765800,2.310,us_market,"PlayAGS, Inc. designs and supplies gaming products and services for the gaming industry in the United States and internationally. It operates through three segments: Electronic Gaming Machines (EGM), Table Products, and Interactive Games (Interactive). The EGM segment offers various video slot titles for the marketplace; and EGM cabinets, including the Alora, Orion Portrait, Orion Rise, Orion Upright, ICON, Big Red, and Orion Slant. This segment also provides conversion kits that allow existing game titles to be converted to other game titles offered within that operating platform. It serves Class II Native American, Mexico, and the Philippines gaming jurisdictions, as well as Class III Native American, commercial, and charitable jurisdictions. The Table Products segment offers table products, including live felt table games, side bet offerings, progressives, card shufflers, signage, and other ancillary table game equipment, as well as table technology related to blackjack, poker, baccarat, craps, and roulette. This segment also provides Dex S, a single deck card shuffler for poker tables. Its brands include In Bet, Buster Blackjack, Double Draw Poker, and Criss Cross Poker. The Interactive segment offers a platform for business-to-business content aggregation used by real-money gaming and sports-betting partners; and business-to-consumer social casino games through its mobile app, Lucky Play Casino. The company was formerly known as AP Gaming Holdco, Inc. and changed its name to PlayAGS, Inc. in December 2017. PlayAGS, Inc. was founded in 2005 and is headquartered in Las Vegas, Nevada."
8708,AGT,BTS,iShares MSCI Argentina and Global Exposure ETF,25.960,26.840,25.980,25.730,26.050,23093,25.960,25.695,12.340,27.000,25.873,NULL,23.083,3232,8666,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8709,AGTC,NGM,Applied Genetic Technologies Corporation,4.125,4.360,4.260,3.947,4.190,10565065,4.125,3.950,2.290,7.400,4.494,NULL,5.031,417437,1456000,United States,Healthcare,Biotechnology,NULL,0.000,0.000,21576155,1025692,1607990400,83,2.1730,NULL,-49695000.00,25889600,4.700,us_market,"Applied Genetic Technologies Corporation, a clinical-stage biotechnology company, develops transformational genetic therapies for patients suffering from rare and debilitating diseases. The company's advanced product candidates consist of three ophthalmology development programs across two targets, including X-linked retinitis pigmentosa, which has completed Phase I/II clinical trials; and achromatopsia that is in Phase I/II clinical trials. It is also developing an optogenetic product candidate for the patients with advanced retinal disease. In addition, the company has initiated one preclinical program in otology; and three preclinical programs in targeting central nervous system disorders, including frontotemporal dementia, amyotrophic lateral sclerosis, and adrenoleukodystrophy. It has collaboration agreements with Synpromics Limited; University of Florida; Bionic Sight, LLC; and Otonomy, Inc. Applied Genetic Technologies Corporation was founded in 1999 and is headquartered in Alachua, Florida."
8710,AGX,NYQ,"Argan, Inc.",43.900,0.000,0.000,43.285,44.180,48539,43.900,43.370,29.910,54.500,44.985,NULL,44.455,96216,95883,United States,Industrials,Engineering & Construction,NULL,NULL,0.021,14953011,228261,1607990400,1154,20.9640,NULL,7112000.00,15690000,2.410,us_market,"Argan, Inc., through its subsidiaries, provides engineering, procurement, construction, commissioning, operations management, maintenance, project development, technical, and consulting services to the power generation and renewable energy markets. The company operates through Power Industry Services, Industrial Fabrication and Field Services, and Telecommunications Infrastructure Services segments. The Power Industry Services segment offers engineering, procurement, and construction (EPC) contracting services to the owners of alternative energy facilities, such as biomass plants, wind farms, and solar fields; and design, construction, project management, start-up, and operation services for projects with approximately 15 gigawatts of power-generating capacity. This segment serves independent power project owners, public utilities, power plant equipment suppliers, and energy plant construction companies. The Industrial Fabrication and Field Services segment provides industrial field, and steel pipe and vessel fabrication services for forest products, power, energy, large fertilizer, EPC, mining, and petrochemical companies in southeast region of the United States. The Telecommunications Infrastructure Services segment offers trenchless directional boring and excavation for underground communication and power networks, as well as aerial cabling services; and installs buried cable, high and low voltage electric lines, and private area outdoor lighting systems. It also provides structuring, cabling, terminations, and connectivity that offers the physical transport for high speed data, voice, video, and security networks. This segment serves state and local government agencies, regional communications service providers, electric utilities, and other commercial customers, as well as federal government facilities comprising cleared facilities in the mid-Atlantic region of the United States. Argan, Inc. was founded in 1961 and is headquartered in Rockville, Maryland."
8711,AGYS,NMS,"Agilysys, Inc.",38.750,41.860,41.840,38.750,42.420,183444,38.750,38.490,12.610,51.300,40.701,NULL,30.573,183880,335366,United States,Technology,Software—Application,NULL,0.000,-0.169,17700058,558509,1607990400,1275,3.4900,NULL,-25860000.00,23637600,4.320,us_market,"Agilysys, Inc., together with its subsidiaries, operates as a developer and marketer of hardware and software products and services to the hospitality industry in North America, Europe, the Asia-Pacific, and India. The company offers point of sale, property management systems, payment, inventory and procurement, reservations, table management, activity scheduling, document management, and analytics and marketing loyalty solutions to enhance guest experience. It also provides technical software support, maintenance, and subscription services; and professional services. Agilysys, Inc. offers its solutions for gaming, hotels, resorts and cruise, corporate foodservice management, restaurants, universities, stadia, and healthcare. The company was formerly known as Pioneer-Standard Electronics, Inc. and changed its name to Agilysys, Inc. in 2003. Agilysys, Inc. was founded in 1963 and is headquartered in Alpharetta, Georgia."
